symbol,name,price,priceChange,percentChange,exchangeName,exShortName,exchangeCode,marketPlace,sector,industry,volume,openPrice,dayHigh,dayLow,MarketCap,MarketCapAllClasses,peRatio,prevClose,dividendFrequency,dividendYield,dividendAmount,dividendCurrency,beta,eps,exDividendDate,shortDescription,longDescription,website,email,phoneNumber,fullAddress,employees,shareOutStanding,totalDebtToEquity,totalSharesOutStanding,sharesESCROW,vwap,dividendPayDate,weeks52high,weeks52low,alpha,averageVolume10D,averageVolume30D,averageVolume50D,priceToBook,priceToCashFlow,returnOnEquity,returnOnAssets,day21MovingAvg,day50MovingAvg,day200MovingAvg,dividend3Years,dividend5Years,datatype,__typename
GR,Great Atlantic Resources Corp.,0.62,0.02,3.333333,TSX Venture Exchange,TSXV,CDX,,Basic Materials,Metals & Mining,10650,0.62,0.62,0.62,6056625,5757785,,0.6,,,,,2.174286,-0.230000004,,"Great Atlantic Resources Corp is engaged in the acquisition, exploration, and evaluation of its mineral property interests located in Atlantic Canada.","Great Atlantic Resources Corp is engaged in the acquisition, exploration, and evaluation of its mineral property interests located in Atlantic Canada. Principally, the company explores for gold, zinc, tungsten, and antimony. It is focused on the development of various project properties including Golden Promise gold, Pilley's Island, and South Quarry properties located in Newfoundland. The company's New Brunswick project properties comprise kagoot brook, keymet, Macdougall road, and Porcupine.",http://www.greatatlanticresources.com,ir@greenlightresources.ca,+1 604 488-3900,"888 Dunsmuir Street, Suite 888, Vancouver, BC, CA",,9768750,,9286750,0.0,0.62,,0.8,0.3,0.034211,26351,54348.0,40386.0,-62.0,13.2,711.9,-264.53,0.62238,0.5077,0.5145,,,equity,Company
GBR,Great Bear Resources Ltd.,17.83,-0.04,-0.223839,TSX Venture Exchange,TSXV,CDX,,Basic Materials,Metals & Mining,22930,18.0,18.0,17.76,869156229,904104990,,17.87,,,,,1.282046,-0.209999993,,"Great Bear Resources Ltd is a gold exploration company. It explores for mineral properties in the Red Lake District in Ontario, Canada.","Great Bear Resources Ltd is a gold exploration company. It explores for mineral properties in the Red Lake District in Ontario, Canada. Its property portfolio includes Great Bear's Red Lake Properties with the flagship Dixie project, Pakwash property, Dedee property, and Sobel property.",https://www.greatbearresources.ca,,+1 778 327-5799,"800 West Pender Street, Suite 1020, Vancouver, BC, CA",,48746844,,50706954,0.0,17.9591591,,19.83,3.68,0.202994,134332,130925.0,139191.0,13.306,15.1,-16.27,-13.89,16.42762,16.9436,11.1111,,,equity,Company
GQ,Great Quest Fertilizer Ltd.,0.1,0.0,0.0,TSX Venture Exchange,TSXV,CDX,,Basic Materials,Metals & Mining,0,,,,6226977,6226977,,0.1,,,,,-0.293602,-0.009999999,,"Great Quest Fertilizer Ltd is a resource development company. Principally, it is engaged in the exploration and development of exploration and evaluation properties located in Mali, West Africa.","Great Quest Fertilizer Ltd is a resource development company. Principally, it is engaged in the exploration and development of exploration and evaluation properties located in Mali, West Africa. The company's project consists of Tilemsi phosphate is located in eastern Mali, Sua Pan Potash located in northern Botswana, and Sanoukou gold project.",http://www.greatquest.com,info@greatquest.com,+1 416 849-9203,"95 King Street East, Toronto, ON, CA",,62269767,0.12,62269767,0.0,0.111429,,,,0.02197,0,0.0,0.0,1.111,,-16,-11.49,0.1,0.1,0.1,,,equity,Company
GPCC.P,Green Panda Capital Corp.,0.16,0.0,0.0,TSX Venture Exchange,TSXV,CDX,,Financial Services,Diversified Financial Services,0,,,,1006192,1006192,,0.16,,,,,-0.611473,-1.97000002,,Green Panda Capital Corp is a capital pool company.,Green Panda Capital Corp is a capital pool company. The principal business of the company includes identification and evaluation of assets or businesses with a view to complete a Qualifying Transaction.,,,+1 416 365-3701,"3000-77 King Street West, PO Box 95, TD Centre North Tower, Toronto, ON, CA",,6288700,,6288700,4100000.0,0.16,,0.18,0.04,0.201325,10,220.0,2688.0,5.333,,-109.61,-107.02,0.15143,0.1366,0.15475,,,equity,Company
GRB,Greenbriar Capital Corp.,2.04,0.0,0.0,TSX Venture Exchange,TSXV,CDX,,Utilities,Utilities - Independent Power Producers,16800,2.1,2.12,2.03,50500307,48235907,9.7,2.04,,,,,0.831538,0.209999993,,Greenbriar Capital Corp is engaged in developing renewable energy and sustainable real estate projects.,"Greenbriar Capital Corp is engaged in developing renewable energy and sustainable real estate projects. The activities of the company include acquisition, management, development, and sale of real estate and renewable energy projects. The projects of the company include blue mountain wind energy project and the Puerto Rico project.",http://www.greenbriarcapitalcorp.com,,+1 949 903-5906,"632 Foster Avenue, Coquitlam, BC, CA",,24755052,0.09,23645052,1524000.0,2.09095236,,4.63,0.46,0.040603,37316,93746.0,130667.0,4.857,73,70.44,41.55,2.19095,2.354,1.42728,,,equity,Company
VGN,Greencastle Resources Ltd.,0.08,0.0,0.0,TSX Venture Exchange,TSXV,CDX,,Energy,Oil & Gas,0,,,,3089814,3089814,,0.08,,,,,1.486513,-0.029999999,,"Greencastle Resources Ltd is the Canada-based based company. The company is primarily engaged in the acquisition, exploration, and development of gold and other precious metals.","Greencastle Resources Ltd is the Canada-based based company. The company is primarily engaged in the acquisition, exploration, and development of gold and other precious metals. The Company's gold and base metal properties are at the exploration stage. The company operates through four business segments namely, Investments in private and public companies comprises of its investment in marketable securities and investment in private companies; Mining comprises of mining interests in various properties; Oil and gas segment, Drones segment which also contributes a major part of revenue, and Mining segment. Most of its revenue is earned through the Canadian market.",http://www.greencastleresources.com,info@greencastleresources.com,+1 416 367-4571,"82 Richmond Street East, Suite 200, Toronto, ON, CA",,38622671,0.02,38622671,0.0,0.08,,0.1,0.03,0.016666,3038,11571.0,29965.0,0.889,7.5,-7.07,-6.83,0.08929,0.0864,0.06123,,,equity,Company
GRN,Greenlane Renewables Inc.,0.39,0.005,1.298701,TSX Venture Exchange,TSXV,CDX,,Industrials,Industrial Products,59016,0.395,0.395,0.385,37779420,37765159,,0.385,,,,,1.610976,0.0,,Greenlane Renewables Inc is a provider of biogas upgrading systems.,"Greenlane Renewables Inc is a provider of biogas upgrading systems. Its systems produce clean, renewable natural gas from organic waste sources including landfills, wastewater treatment plants, dairy farms, and food waste, suitable for either injection into the natural gas grid or for direct use as vehicle fuel. The company is divided into two revenue streams Upgrader projects and Aftercare services. It derives maximum revenue from Upgrader projects. Geographically, it generates a majority of revenue from North America and also has a presence in Europe.",http://www.greenlanebiogas.com,IR@greenlanerenewables.com,+1 604 493-2004,"3605 Gilmore Way, Suite 110, Burnaby, BC, CA",40,96870306,0.53,96833740,3000000.0,0.388034188,,0.85,0.145,0.074715,533860,357326.0,727490.0,2.438,,-68.1,-3.9,0.40667,0.4345,0.41745,,,equity,Company
GPV,GreenPower Motor Company Inc.,20.3,-0.65,-3.102625,TSX Venture Exchange,TSXV,CDX,,Consumer Cyclical,Vehicles & Parts,18643,21.04,21.05,19.22,379046533,371159638,,20.95,,,,,2.756364,-0.5,,"GreenPower Motor Company Inc is the manufacturer and distributor of an all-electric charter, school and city buses.","GreenPower Motor Company Inc is the manufacturer and distributor of an all-electric charter, school and city buses. The company offers electric-powered transit bus deploying electric drive and battery technologies with a lightweight chassis and low floor body. Its product line includes All-electric transit buses and All-electric school and shuttle buses. The company's buses depend on clean sheet design and utilize a custom battery management system and a proprietary flex power system for the drive motors.",http://www.greenpowerbus.com,fraseratkinson@telus.net,+1 604 220-8048,"209 Carrall Street, Suite 240, Vancouver, BC, CA",,18672243,,18283726,2787926.0,19.924294,,30.64,1.155,0.079644,171990,237738.0,165629.0,-119.412,9.3,-106404.61,-35.55,18.85952,12.0636,4.63535,,,equity,Company
JTR,GreenSpace Brands Inc.,0.05,-0.005,-9.090909,TSX Venture Exchange,TSXV,CDX,,Consumer Defensive,Consumer Packaged Goods,265051,0.055,0.055,0.05,11566657,11543580,,0.055,,,,,1.823998,-0.119999997,,GreenSpace Brands Inc is an organic and natural food company. It is engaged in the creation of natural food products and sale of brands in Canadian natural food industry.,"GreenSpace Brands Inc is an organic and natural food company. It is engaged in the creation of natural food products and sale of brands in Canadian natural food industry. The Company's brands include Life Choices, Rolling Meadow Dairy, Holistic Choice Pet Food, Nudge, Love Child organics, Central Roast, and Kiju organic. Life Choices Natural Foods offers meat products made with grass-fed and pasture-raised without the use of added hormones and antibiotics. Rolling Meadow Dairy provides products made with grass-fed milk. Holistic Choice Pet Food offers natural pet food. The Nudge brand is a line of family foods. Love Child Organics provides healthy, organic baby and children's food products. It's Central Roast brand offers snacks and Kiju organic provides organic juices.",http://www.greenspacebrands.ca,,+1 647 886-1808,"176 Street George Street, Toronto, ON, CA",78,231333134,0.81,230871596,0.0,0.052064393,,0.23,0.03,-0.034173,76290,120569.0,108768.0,0.455,,-32.76,-16.04,0.06262,0.07,0.07865,,,equity,Company
GSGS.P,Greenstone Capital Corp.,0.075,0.0,0.0,TSX Venture Exchange,TSXV,CDX,,Financial Services,Diversified Financial Services,0,,,,547500,547500,,0.075,,,,,-1.665505,0.0,,Greenstone Capital Corp is a capital pool company.,Greenstone Capital Corp is a capital pool company. The principal business of the company is the identification and evaluation of assets or business with a view to potentially acquire them or an interest therein by an option or any concomitant transaction.,,,+1 403 613-7310,"2440 Kensington Road NW, Calgary, AB, CA",,7300000,,7300000,2300000.0,0.0875,,0.1,0.02,0.140645,0,1000.0,600.0,1.25,,-5.95,-5.41,0.07619,0.0765,0.065,,,equity,Company
GRDM,Grid Metals Corp.,0.145,0.005,3.571429,TSX Venture Exchange,TSXV,CDX,,Basic Materials,Metals & Mining,112400,0.145,0.145,0.145,9143807,9143807,,0.14,,,,,2.084581,-0.039999999,,"Grid Metals Corp is a Canada-based company focused on exploration and development for nickel, copper and platinum group metals.","Grid Metals Corp is a Canada-based company focused on exploration and development for nickel, copper and platinum group metals. The principal business of the company is to explore and develop its properties and in particular Mayville Makwa (Nickel-Copper-PGM) Project in Manitoba. The company's other projects include Mayville Property and East Bull Lake Property and others. The firm principally operates in Canada.",https://www.gridmetalscorp.com,info@mustangminerals.com,+1 647 201-6844,"3335 Yonge Street, Suite 304, Toronto, ON, CA",,63060733,0,63060733,0.0,0.145,,0.27,0.075,0.075074,82637,197305.0,223817.0,0.309,40.9,-4.49,-4.45,0.14571,0.164,0.15493,,,equity,Company
GZD,Grizzly Discoveries Inc.,0.065,0.0,0.0,TSX Venture Exchange,TSXV,CDX,,Basic Materials,Metals & Mining,0,,,,5621637,5621637,,0.065,,,,,-0.278708,-0.009999999,,Grizzly Discoveries Inc is an early-stage commodity exploration company.,"Grizzly Discoveries Inc is an early-stage commodity exploration company. The company is engaged in the acquisition, exploration, and development of potash and diamonds on properties in Alberta, and various types of metals on properties in British Columbia. It holds an interest in various areas, including over four precious metal properties in British Columbia, including the Greenwood Project and the French and Silver Bear properties. It operates exploration in properties namely Alberta Diamond property, Alberta Potash property, BC Precious Metals Property.",http://www.grizzlydiscoveries.com,info@grizzlydiscoveries.com,+1 780 693-2242,"9768 170 Street NW, Suite 363, Edmonton, AB, CA",,86486714,,86486714,0.0,0.065,,0.095,0.02,0.028702,39550,69685.0,78351.0,0.812,4.2,-2.4,-2.3,0.06833,0.0751,0.0484,,,equity,Company
ZNG,Group Eleven Resources Corp.,0.095,0.0,0.0,TSX Venture Exchange,TSXV,CDX,,Basic Materials,Metals & Mining,6000,0.095,0.095,0.095,10867320,10867320,,0.095,,,,,1.326183,-0.039999999,,"Group Eleven Resources Corp is a Canada-based mining company. Principally, it is engaged in the business of exploration of mineral properties.","Group Eleven Resources Corp is a Canada-based mining company. Principally, it is engaged in the business of exploration of mineral properties. The company's project consists of Ballinalack, Tralee, Carrickittle and PG West, Stonepark, and Silvermines among others.",http://www.groupelevenresources.com,,+1 604 630 8839,"400 Burrard Street, Suite 1050, Vancouver, BC, CA",,114392837,0.01,114392837,3023912.0,0.095,,0.135,0.02,-0.001698,50250,102247.0,126400.0,1.9,,-31.67,-20.08,0.09381,0.0849,0.0555,,,equity,Company
PGE,Group Ten Metals Inc.,0.34,0.0,0.0,TSX Venture Exchange,TSXV,CDX,,Basic Materials,Metals & Mining,5100,0.34,0.34,0.34,48764852,47957964,,0.34,,,,,1.445212,-0.039999999,,"Group Ten Metals Inc is a Canadian mineral exploration company focused on the development of platinum, palladium, nickel, copper, cobalt, and gold exploration assets in top North American mining...","Group Ten Metals Inc is a Canadian mineral exploration company focused on the development of platinum, palladium, nickel, copper, cobalt, and gold exploration assets in top North American mining jurisdictions. The company's core asset is the Stillwater West PGE-Ni-Cu project in Montana, USA. It also holds the high-grade Black Lake-Drayton Gold project in northwest Ontario, and the Kluane PGE-Ni-Cu project on trend with Nickel Creek Platinum's Wellgreen deposit in Canada's Yukon Territory. The company's only segment being acquisition, exploration, and development of mineral properties.",http://www.grouptenmetals.com,info@grouptenmetals.com,+1 604 357-4790,"409 Granville Street, Suite 904, Vancouver, BC, CA",,143426033,,141052834,0.0,0.34,,0.39,0.12,0.05449,177048,342933.0,336603.0,8.5,,-129.63,-105.38,0.34714,0.2888,0.22825,,,equity,Company
GRO,Growmax Resources Corp.,0.085,0.0,0.0,TSX Venture Exchange,TSXV,CDX,,Basic Materials,Agriculture,0,,,,18183680,18183680,21.1,0.085,,,,,1.554556,0.0,,"GrowMax Resources Corp is a Canada-based company engaged in the exploration of near-surface phosphates, potash and other minerals, and potential development of a fertilizer project in Peru.","GrowMax Resources Corp is a Canada-based company engaged in the exploration of near-surface phosphates, potash and other minerals, and potential development of a fertilizer project in Peru. It is focused on exploration and development of phosphate and potassium-rich brine resources on its Bayovar Property, which is located in the Sechura Desert in northwestern Peru. In addition to the phosphate and brine resource development projects, the company is focused on the production of fertilizer products for the regional market.",http://www.growmaxcorp.com,info@growmaxcorp.com,+1 604 398-3638,"700 West Pender Street, Suite 915, Vancouver, BC, CA",67,213925645,,213925645,0.0,0.085,,,,-0.021182,0,0.0,0.0,0.708,36.5,-4.46,-3.14,0.055,0.055,0.055,,,equity,Company
GSPR,GSP Resource Corporation,0.485,0.025,5.434783,TSX Venture Exchange,TSXV,CDX,,Basic Materials,Metals & Mining,1200,0.485,0.485,0.485,7834655,7148436,,0.46,,,,,2.429279,-0.019999999,,GSP Resource Corp is a Canada based natural resource company engaged in the acquisition and exploration of mining properties.,"GSP Resource Corp is a Canada based natural resource company engaged in the acquisition and exploration of mining properties. Its main emphasis is on the exploration of sulphide deposits with significant gold, platinum and palladium deposits in the Similkameen Mining Division, British Columbia. Its property holding includes Olivine Property.",https://www.gspresource.com,simon@gspresource.com,+1 604 619-7469,"777 Dunsmuir Street, Suite 1610, Vancouver, BC, CA",,16153926,,14739042,3930000.0,0.485,,0.53,0.08,0.025019,58124,40679.0,57395.0,6.929,,-20.61,-19.93,0.36571,0.3547,0.22555,,,equity,Company
GTT,GT Gold Corp.,1.6,0.02,1.265823,TSX Venture Exchange,TSXV,CDX,,Basic Materials,Metals & Mining,24189,1.55,1.64,1.55,202272709,202176711,,1.58,,,,,-0.412104,-0.090000003,,GT Gold Corp is a new company focused on exploring for gold in the terrain of British Columbia's Golden Triangle.,"GT Gold Corp is a new company focused on exploring for gold in the terrain of British Columbia's Golden Triangle. Its only operating segments include the acquisition, exploration, and development of mineral properties in Canada. The company's flagship asset is the wholly-owned Tatogga property, located off highway 37 in northern British Columbia.",http://www.gtgoldcorp.ca,,+1 647 256-6754,"666 Burrard Street, Suite 1700, Park Place, Vancouver, BC, CA",,126420443,,126360444,0.0,1.59020746,,2.25,0.66,0.1259,123459,245134.0,446433.0,14.545,,-79.59,-56.62,1.53762,1.5507,1.3395,,,equity,Company
GTEC,GTEC Holdings Ltd.,0.11,0.0,0.0,TSX Venture Exchange,TSXV,CDX,,Healthcare,Drug Manufacturers,56926,0.11,0.11,0.11,15192082,15108830,,0.11,,,,,1.760061,-0.059999998,,GTEC Holdings Ltd is a Canada based company.,GTEC Holdings Ltd is a Canada based company. It is pursuing opportunities in the cannabis industry and has the goal to identify and consolidate licensed producers of ultra-premium cannabis under Health Canada's Cannabis Act and Regulations and vertically integrating its operations by pursuing cannabis retail sales where permissible across Canada.,https://www.gtec.co,contact@gtec.co,+1 778 760-8338,"1632 Dickson Avenue, Suite 335, Kelowna, BC, CA",,138109835,0.21,137353000,8803841.0,0.11,,0.305,0.075,0.059318,31004,55456.0,67102.0,0.44,,-17.19,-13.87,0.11619,0.131,0.15138,,,equity,Company
GX,Guardian Exploration Inc.,0.055,0.0,0.0,TSX Venture Exchange,TSXV,CDX,,Energy,Oil & Gas,0,,,,4087257,4087257,,0.055,,,,,1.615865,0.0,,"Guardian Exploration Inc is engaged in the exploration, development, and production of oil and natural gas properties in Western Canada and the State of Montana in the United States.","Guardian Exploration Inc is engaged in the exploration, development, and production of oil and natural gas properties in Western Canada and the State of Montana in the United States.",,info@guardianex.com,+1 403 650-7718,"538 Hurricane Drive, Springbank Airport, Calgary, AB, CA",,74313748,,74313748,0.0,0.059762,,,,0.031581,0,0.0,0.0,-0.117,1.4,9.01,-61.2,0.055,0.055,0.055,,,equity,Company
GUF,Gulf & Pacific Equities Corp.,0.195,0.0,0.0,TSX Venture Exchange,TSXV,CDX,,Real Estate,Real Estate,0,,,,4151684,4151684,,0.195,,,,,0.021597,-0.009999999,,"Gulf & Pacific Equities Corp is a Canada-based company, which owns and operates commercial rental properties in Western Canada.","Gulf & Pacific Equities Corp is a Canada-based company, which owns and operates commercial rental properties in Western Canada. It acquires, manages and develops anchored shopping malls in rural centres in Alberta and British Columbia. The company's portfolio consists of over three properties located in Northern Alberta. These properties comprise of St. Paul Shopping Centre, Three Hills, and Tri-City Mall.",http://www.gpequities.com,info@gpequities.com,+1 416 968-3337,"1240 Bay Street, Suite 800, Toronto, ON, CA",,21290685,1.54,21290685,0.0,0.195,,0.265,0.18,-0.001708,905,3472.0,2243.0,0.287,2.5,-1.65,-0.59,0.20357,0.221,0.22845,,,equity,Company
GUG,Gungnir Resources Inc.,0.08,0.0,0.0,TSX Venture Exchange,TSXV,CDX,,Basic Materials,Metals & Mining,0,,,,5287823,5287823,8,0.08,,,,,1.763795,0.009999999,,Gungnir Resources Inc is a mineral exploration company. It is focused on acquiring and exploring gold and base metal projects.,"Gungnir Resources Inc is a mineral exploration company. It is focused on acquiring and exploring gold and base metal projects. Its projects include Knaften, norrbotten, and Rormyrberget and Lappvattnet. It engages in exploring Copper, Nickel, Gold, Zinc and other base metals.",https://www.gungnirresources.com,info@anglo-swiss.com,+1 604 683-0484,"1688 - 152nd Street, Suite 404, Surrey, BC, CA",,66097785,,66097785,0.0,0.08,,0.1,0.025,0.094759,24159,53815.0,87075.0,1.6,5.4,9.55,9.1,0.08,0.0794,0.06058,,,equity,Company
GUN,Gunpoint Exploration Ltd.,0.87,0.0,0.0,TSX Venture Exchange,TSXV,CDX,,Basic Materials,Metals & Mining,0,,,,37846392,37846392,,0.87,,,,,0.376475,-0.019999999,,"Gunpoint Exploration Ltd is engaged in the acquisition and exploration of precious metals located in the United States, Mexico, and Guatemala.","Gunpoint Exploration Ltd is engaged in the acquisition and exploration of precious metals located in the United States, Mexico, and Guatemala. The company's project includes Talapoosa, La Cecilia, La Gitana, and Cerro Minas Project. The Talapoosa property is a low-sulphidation gold and silver property in the walker lane gold trend of western Nevada, approximately 45 kilometers east of Reno. Its La Cecilia project is located in Sonora state Mexico and covering approximately 800 hectares. The La Gitana and Cerro Minas Project are situated in Oaxaca state, Mexico. The company's geographical segments are Canada, Mexico, the United States, and others.",http://www.gunpointexploration.com,info@christopherjamesgold.com,+1 604 731-1094,"1512 Yew Street, Suite 201, Vancouver, BC, CA",,43501600,0.15,43501600,0.0,0.87,,0.93,0.43,0.039552,4350,2054.0,1780.0,8.7,577.1,3.94,2.62,0.87381,0.7336,0.5777,,,equity,Company
GYA,Guyana Goldstrike Inc.,0.045,0.0,0.0,TSX Venture Exchange,TSXV,CDX,,Basic Materials,Metals & Mining,50000,0.045,0.045,0.045,2630342,2630342,,0.045,,,,,2.900426,-0.14,,Guyana Goldstrike Inc is a Canada-based gold exploration and development company.,"Guyana Goldstrike Inc is a Canada-based gold exploration and development company. Principally, it is engaged in the business of acquisition and exploration of exploration and evaluation assets in Guyana. The company's flagship project comprises of Marudi mountain gold project which is located approximately 230 kilometers from the town of Lethem in southern Guyana.",http://www.guyanagoldstrike.com,info@guyanagoldstrike.com,+1 877 844-4661,"580 Hornby Street, Suite 510, Vancouver, BC, CA",,58452037,,58452038,0.0,0.045,,0.12,0.015,0.114271,138516,244243.0,355662.0,-1.5,,-471.29,-267.12,0.05143,0.0526,0.0424,,,equity,Company
HEO,H2O Innovation Inc.,1.14,0.02,1.785714,TSX Venture Exchange,TSXV,CDX,,Utilities,Utilities - Regulated,1563,1.14,1.14,1.14,87634774,87634774,,1.12,,,,,1.63482,-0.100000001,,"H2O Innovation Inc is a Canada-based company. It is engaged in providing water treatment solutions based on membrane filtration technology for municipal, energy and natural resources end-users.","H2O Innovation Inc is a Canada-based company. It is engaged in providing water treatment solutions based on membrane filtration technology for municipal, energy and natural resources end-users. The company has three divisions that are water and wastewater projects; specialty products and services, including a complete line of specialty chemicals, consumables, and specialized products for the water treatment industry as well as control and monitoring systems; and Operation and maintenance services for water and wastewater treatment systems. Geographically, the company offers its services to the United States of America, Spain, China, and other countries.",http://www.h2oinnovation.com,marc.blanchet@h2oinnovation.com,+1 418 688-0170,"330 Saint-Vallier Street East, Suite 340, Quebec, QC, CA",650,76872608,0.48,76872608,0.0,1.13999998,,1.31,0.54,-0.00567,30487,41155.0,45072.0,1.253,11.6,-10.1,-5.8,1.0969,1.1007,0.96893,,,equity,Company
HAKK.P,Hakken Capital Corp.,0.14,0.0,0.0,TSX Venture Exchange,TSXV,CDX,,Financial Services,Diversified Financial Services,0,,,,924001,924001,,0.14,,,,,,-0.05,,Hakken Capital Corp is a capital pool company.,Hakken Capital Corp is a capital pool company.,,,+1 604 612-5450,"4626 Lockehaven Place, North Vancouver, Vancouver, BC, CA",,6600000,,6600000,2676000.0,0.14,,0.14,0.085,,0,0.0,0.0,,,-30.43,-30.09,0.14,0.14,,,,equity,Company
HTL,Hamilton Thorne Ltd.,1.39,0.0,0.0,TSX Venture Exchange,TSXV,CDX,,Healthcare,Medical Devices & Instruments,306,1.39,1.39,1.39,183483453,192117226,109,1.39,,,,,1.228418,0.009999999,,"Hamilton Thorne Ltd is engaged in providing precision instruments, consumables, software and services that reduce cost, increase productivity, improve results and enable breakthroughs in Assisted...","Hamilton Thorne Ltd is engaged in providing precision instruments, consumables, software and services that reduce cost, increase productivity, improve results and enable breakthroughs in Assisted Reproductive Technologies (ART) and developmental biology research markets. The company markets its products and services under the Hamilton Thorne, Gynemed and Embryotech Laboratories brands, through its growing sales force and distributors. The company's customer base consists of fertility clinics, university research centers, animal breeding facilities, pharmaceutical companies, biotechnology companies, and other commercial and academic research establishments. It has single reporting segment being Engaged in Sales to the ART, Research and Cell Biology Markets.",http://www.hamiltonthorne.ltd,ir@hamiltonthorne.ltd,+1 978 921-2050,"100 Cummings Center, Suite 465E, Beverly, MA, US",,132002484,0.27,138213831,0.0,1.39,,1.5,0.86,0.030779,17396,42232.0,48692.0,3.159,40.3,2,1.41,1.38524,1.3362,1.18843,,,equity,Company
HFC,Hampton Financial Corporation,0.05,0.0,0.0,TSX Venture Exchange,TSXV,CDX,,Financial Services,Capital Markets,0,,,,1418011,1553050,,0.05,,,,,0.08822,-0.090000003,,"Hampton Financial Corp engages in wealth management, institutional services, and capital markets activities in Canada.","Hampton Financial Corp engages in wealth management, institutional services, and capital markets activities in Canada. The company operates as an investment dealer and provides investment advisory and brokerage services. It also offers wealth management services to retail and institutional clients. In addition, the company provides investment banking services, which include assisting companies with raising capital, advising on mergers and acquisitions, and aiding issuers in obtaining a listing on a recognized securities exchange in Canada.",http://www.hamptonsecurities.com,,+1 416 862-7800,"141 Adelaide Street West, Suite 1800, Toronto, ON, CA",,28360215,,31061000,19655685.0,0.078,,0.2,0.05,-0.03902,0,0.0,950.0,-0.556,5.7,173.79,-15.82,0.05,0.0724,0.13908,,,equity,Company
HCC,Hanna Capital Corp.,0.075,0.005,7.142857,TSX Venture Exchange,TSXV,CDX,,Basic Materials,Metals & Mining,65832,0.075,0.075,0.075,2477464,2477464,,0.07,,,,,-0.891253,-0.009999999,,Hanna Capital Corp is a Canada-based exploration-stage junior resource company. It is focused primarily on the acquisition and exploration of mineral properties located in Canada.,Hanna Capital Corp is a Canada-based exploration-stage junior resource company. It is focused primarily on the acquisition and exploration of mineral properties located in Canada. The company owns an interest in Carscallen Property located in Ontario and Jasper property in Vancouver Island.,https://www.nitinatminerals.com,info@nitinatminerals.com,+1 416 945-6630,"1800-130 King Street West, The Exchange Tower, Toronto, ON, CA",,33032853,1.26,33032853,0.0,0.075,,0.08,0.02,0.133299,63894,62579.0,49366.0,7.5,107.2,-41.37,-12.66,0.06571,0.0542,0.03623,,,equity,Company
HAN,Hannan Metals Ltd.,0.44,0.0,0.0,TSX Venture Exchange,TSXV,CDX,,Basic Materials,Metals & Mining,0,,,,35450424,34612253,,0.44,,,,,2.320149,-0.009999999,,Hannan Metals Ltd is a Canada-based junior mineral exploration company. It is engaged in the business of acquisition and exploration of mineral properties.,"Hannan Metals Ltd is a Canada-based junior mineral exploration company. It is engaged in the business of acquisition and exploration of mineral properties. Geographically, the company operates in Canada and Ireland. Its exploration and evaluation assets are located in Ireland. The firm holds interest in Clare Regional Project and San Martin Project.",http://www.hannanmetals.com,info@kolamining.com,+1 604 685-9316,"1090 West Georgia Street, Suite 1305, Vancouver, BC, CA",,80569144,0.03,78664211,0.0,0.459574,,0.54,0.055,0.091445,113176,138795.0,206160.0,5.5,,-26.14,-23.41,0.48262,0.4543,0.26988,,,equity,Company
HCO.P,Hansco Capital corp.,0.16,0.0,0.0,TSX Venture Exchange,TSXV,CDX,,Financial Services,Diversified Financial Services,0,,,,960000,960000,,0.16,,,,,2.828168,-0.009999999,,Hansco Capital Corp is a capital pool company.,Hansco Capital Corp is a capital pool company.,,,+1 604 721-2650,"890 West Pender Street, Suite 600, Vancouver, BC, CA",,6000000,,6000000,3000000.0,0.16,,0.2,0.125,-0.11921,0,1067.0,951.0,,,-9.01,-9.01,0.16,0.1597,,,,equity,Company
HANS,Hanstone Gold Corp.,0.52,0.0,0.0,TSX Venture Exchange,TSXV,CDX,,Basic Materials,Metals & Mining,0,,,,13639036,13639036,,0.52,,,,,,-0.019999999,,Hanstone Gold Corp is a mineral exploration company focused on exploration of its Doc Property located in in the Skeena Mining Division in British Columbia.,"Hanstone Gold Corp is a mineral exploration company focused on exploration of its Doc Property located in in the Skeena Mining Division in British Columbia. Hanstone also holds a 100% interest in the Snip North Property, located approximately 50 kilometers north of the Doc Property.",https://www.hanstonecapital.com,,+1 306 260-0234,"890 West Pender Street, Suite 600, Vancouver, BC, CA",,26228914,,26228914,7586910.0,0.521176,,2.94,0.5,,14063,,,7.429,312.7,-2.9,-2.9,,,,,,equity,Company
HPY,Happy Creek Minerals Ltd.,0.105,0.0,0.0,TSX Venture Exchange,TSXV,CDX,,Basic Materials,Metals & Mining,0,,,,11050118,11050118,,0.105,,,,,-0.97319,-0.009999999,,Happy Creek Minerals Ltd is a mineral exploration company engaged in the exploration and development of mineral properties.,"Happy Creek Minerals Ltd is a mineral exploration company engaged in the exploration and development of mineral properties. Its projects include Rateria and West Valley Property, Cariboo Property and Silver Dollar Property. The company has a diversified metal exploration portfolio in a safe geopolitical jurisdiction and completed much of the early-stage exploration on its properties to resolve quality opportunities.",http://www.happycreekminerals.com,info@happycreekminerals.com,+1 604 662-8310,"789 West Pender Street, Suite 460, Vancouver, BC, CA",,105239212,0,105239212,0.0,0.105,,0.125,0.06,0.010416,33228,44103.0,49187.0,0.656,,-3.17,-2.98,0.10071,0.1017,0.0864,,,equity,Company
