symbol,name,price,priceChange,percentChange,exchangeName,exShortName,exchangeCode,marketPlace,sector,industry,volume,openPrice,dayHigh,dayLow,MarketCap,MarketCapAllClasses,peRatio,prevClose,dividendFrequency,dividendYield,dividendAmount,dividendCurrency,beta,eps,exDividendDate,shortDescription,longDescription,website,email,phoneNumber,fullAddress,employees,shareOutStanding,totalDebtToEquity,totalSharesOutStanding,sharesESCROW,vwap,dividendPayDate,weeks52high,weeks52low,alpha,averageVolume10D,averageVolume30D,averageVolume50D,priceToBook,priceToCashFlow,returnOnEquity,returnOnAssets,day21MovingAvg,day50MovingAvg,day200MovingAvg,dividend3Years,dividend5Years,datatype,__typename
FCC,First Cobalt Corp.,0.14,-0.005,-3.448276,TSX Venture Exchange,TSXV,CDX,,Basic Materials,Metals & Mining,199500,0.14,0.145,0.14,54228596,56574106,,0.145,,,,,1.835168,-0.289999991,,"First Cobalt Corp is an exploration stage company. It is engaged in the acquisition, exploration, and development of resource properties.","First Cobalt Corp is an exploration stage company. It is engaged in the acquisition, exploration, and development of resource properties. Its projects include Iron Creek in Idaho, First Cobalt Refinery in North America, and Greater Cobalt in Ontario.",https://www.firstcobalt.com,,+1 416 900-3891,"140 Yonge Street, Suite 201, Toronto, ON, CA",5,387347114,0.07,404100757,0.0,0.140125313,,0.18,0.075,0.11686,335224,458539.0,536809.0,0.56,,-67.81,-64.8,0.14262,0.141,0.13635,,,equity,Company
XYZ.P,First Light Capital Corp.,0.31,0.0,0.0,TSX Venture Exchange,TSXV,CDX,,Financial Services,Diversified Financial Services,0,,,,9469260,9455000,,0.31,,,,,1.987269,-0.009999999,,First Light Capital Corp is a capital pool company.,First Light Capital Corp is a capital pool company. The principal business of the company is the identification and evaluation of assets or businesses with a view to completing a Qualifying Transaction (QT).,,,+1 604 569-2209,"1090 - 510 Burrard Street, Vancouver, BC, CA",,30546000,,30500000,10000000.0,0.305,,0.365,0.1,0.155456,0,2585.0,2779.0,15.5,,-17.19,-16.72,0.30857,0.2715,0.1495,,,equity,Company
FVAN,First Vanadium Corp.,0.42,0.04,10.526316,TSX Venture Exchange,TSXV,CDX,,Basic Materials,Metals & Mining,101371,0.39,0.42,0.37,22429085,22303085,,0.38,,,,,2.81905,-0.029999999,,"First Vanadium Corp is a Canada based exploration company which is engaged in the acquisition, exploration, and evaluation of mineral properties.","First Vanadium Corp is a Canada based exploration company which is engaged in the acquisition, exploration, and evaluation of mineral properties. The company's exploration projects include Carlin Vanadium Properties and West Jerome properties. Its operations are limited to a single industry segment, being the acquisition, exploration and development of mineral properties.",https://www.firstvanadium.com,pcowley@firstvanadium.com,+1 604 655-4333,"2200-1055 Dunsmuir Street, Four Bentall Centre, Vancouver, BC, CA",,53402582,0.01,53102582,0.0,0.398557213,,0.42,0.125,0.107924,60898,48099.0,65565.0,3.0,,-12.34,-11.68,0.38333,0.3523,0.25978,,,equity,Company
FUU,Fission 3.0 Corp.,0.095,0.005,5.555555,TSX Venture Exchange,TSXV,CDX,,Basic Materials,Metals & Mining,312033,0.09,0.095,0.09,15376071,15376071,,0.09,,,,,-0.585012,-0.019999999,,Fission 3.0 Corp is a mineral exploration company. It is engaged in acquisition and development of exploration and evaluation assets.,"Fission 3.0 Corp is a mineral exploration company. It is engaged in acquisition and development of exploration and evaluation assets. Its projects include The Patterson Lake North property, The Clearwater West property, The Beaver River property, The Manitou Falls property, The Thompson Lake property, The North Shore project and The Macusani, property.",http://www.fission3corp.com,ir@fission3corp.com,+1 778 484-8030,"700-1620 Dickson Avenue, Kelowna, BC, CA",,161853371,,161853371,0.0,0.090064102,,0.105,0.025,0.013797,188030,180111.0,309595.0,1.056,,-11.17,-10.82,0.08667,0.0786,0.0586,,,equity,Company
FEX,Fjordland Exploration Inc.,0.11,-0.01,-8.333333,TSX Venture Exchange,TSXV,CDX,,Basic Materials,Metals & Mining,10000,0.11,0.11,0.11,5402468,5363968,,0.12,,,,,1.720007,-0.009999999,,Fjordland Exploration Inc is a Canada-based exploration-stage company. It is engaged in the exploration of mineral properties.,"Fjordland Exploration Inc is a Canada-based exploration-stage company. It is engaged in the exploration of mineral properties. The company's projects include South Voisey's Bay Project and Milligan West Project. Geographically, the firm operates in Canada.",http://www.fjordlandex.com,janice@jdconsulting.ca,+1 604 893-8365,"1111 Melville Street, Suite 1100, Vancouver, BC, CA",,49113339,0,48763339,0.0,0.11,,0.12,0.025,0.085977,15290,50016.0,45766.0,2.2,7,-13.37,-13.32,0.09929,0.082,0.05508,,,equity,Company
FW,Flow Capital Corp.,0.29,-0.005,-1.694915,TSX Venture Exchange,TSXV,CDX,,Financial Services,Asset Management,123729,0.29,0.29,0.29,9550883,9550883,,0.295,,,,,0.613707,-0.079999998,,Flow Capital Corp provides founder-friendly growth capital for emerging and high-growth companies in North America and beyond.,"Flow Capital Corp provides founder-friendly growth capital for emerging and high-growth companies in North America and beyond. Through venture debt and revenue-based financing, founders and entrepreneurs are able to access minimally-dilutive capital to help scale their businesses.",http://www.flowcap.com,alex@flowcap.com,+1 416 777-0383,"1 Adelaide Street East, Suite 3002, P.O. Box 171, Toronto, ON, CA",5,32934077,1.18,32934077,0.0,0.289999997,,0.455,0.19,-0.034575,87598,34352.0,23011.0,0.33,2.4,-13.47,-6.7,0.27786,0.2843,0.27773,,,equity,Company
TEST,FluroTech Ltd.,0.24,0.035,17.073172,TSX Venture Exchange,TSXV,CDX,,Healthcare,Medical Devices & Instruments,890279,0.2,0.265,0.185,13025716,13025716,,0.205,,,,,0.361408,-0.100000001,,FluroTech Ltd is a technology and marketing company. Its core business is focused on the commercialization of new technologies in the cannabis hemp industries. Its product includes CompleTest.,FluroTech Ltd is a technology and marketing company. Its core business is focused on the commercialization of new technologies in the cannabis hemp industries. Its product includes CompleTest.,https://www.flurotech.com,,+1 403 680-0644,"3553 - 31 Street NW, Alastair Ross Technology Centre, Centre 111, Calgary, AB, CA",,54273814,,54273815,5521060.0,0.224032712,,0.42,0.06,0.122827,1015067,348241.0,213660.0,6.0,,-99.07,-88.07,0.12143,0.1014,0.12018,,,equity,Company
FLY,FLYHT Aerospace Solutions Ltd.,0.45,-0.005,-1.098901,TSX Venture Exchange,TSXV,CDX,,Industrials,Aerospace & Defense,64500,0.45,0.455,0.45,11718512,11998738,,0.455,,,,,1.461088,-0.079999998,,FLYHT Aerospace Solutions Ltd is a Canadian company involved in the aerospace business sector.,"FLYHT Aerospace Solutions Ltd is a Canadian company involved in the aerospace business sector. The company provides real-time aircraft intelligence and cockpit communications for the aerospace industry. Their products are used by airlines, leasing companies, and original equipment manufacturers to increase safety, improve operational efficiencies and enhance profitability. Sales of AFIRS hardware, parts, and recurring voice and data services generate maximum revenue for the company.",http://www.flyht.com,investors@flyht.com,+1 403 250-9956,"1144 - 29th Avenue NE, 300E, Calgary, AB, CA",,26041137,1.4,26663861,0.0,0.454224806,,1.88,0.385,-0.019413,44645,32042.0,33523.0,1.957,52.7,-41.39,-11.05,0.45048,0.4795,0.89383,,,equity,Company
FTJ,Fort St. James Nickel Corp.,0.155,0.0,0.0,TSX Venture Exchange,TSXV,CDX,,Basic Materials,Metals & Mining,0,,,,3108960,3108960,,0.155,,,,,1.519126,-0.029999999,,"Fort St James Nickel Corp is a Canadian based mineral exploration company. It is engaged in the acquisition, evaluation, and exploration of mineral properties in North America.","Fort St James Nickel Corp is a Canadian based mineral exploration company. It is engaged in the acquisition, evaluation, and exploration of mineral properties in North America. It explores for nickel, gold, and other minerals.",http://www.ftjminerals.com,info@oroandes.com,+1 604 488-3900,"888 Dunsmuir Street, Suite 888, Vancouver, BC, CA",,20057801,,20057801,0.0,0.153869,,0.16,0.085,0.134234,7695,3151.0,6975.0,-15.5,,52.58,-1790.65,0.14976,0.132,0.11113,,,equity,Company
FMV.P,Foremost Ventures Corp.,0.13,0.0,0.0,TSX Venture Exchange,TSXV,CDX,,Financial Services,Diversified Financial Services,0,,,,545480,545480,,0.13,,,,,1.121902,-0.039999999,,Foremost Ventures Corp is a capital pool company. The principal business of the company is the identification and evaluation of assets or businesses to complete a qualifying transaction.,Foremost Ventures Corp is a capital pool company. The principal business of the company is the identification and evaluation of assets or businesses to complete a qualifying transaction.,,,+1 604 562-6172,"789 West Pender Street, Suite 1510, Vancouver, BC, CA",,4196000,,4196000,2000000.0,0.13,,0.135,0.105,-0.010397,0,0.0,0.0,3.25,,-39.34,-37.05,0.13,0.13,0.12585,,,equity,Company
FORT,Fortress Technologies Inc.,0.13,0.0,0.0,TSX Venture Exchange,TSXV,CDX,,Financial Services,Capital Markets,500,0.13,0.13,0.13,9253138,9253138,,0.13,,,,,0.915931,0.0,,Fortress Technologies Inc is a well-capitalized company. It is evaluating emerging opportunities in technology sectors.,Fortress Technologies Inc is a well-capitalized company. It is evaluating emerging opportunities in technology sectors.,http://www.fortresstechnologies.io,,+1 604 477-9997,"320 - 638 Broughton Street, Vancouver, BC, CA",,71177984,,71177984,10665118.0,0.13,,0.175,0.085,0.025218,20533,77808.0,63428.0,0.867,13.9,-17.81,-17.49,0.12976,0.1233,0.11915,,,equity,Company
FOR,Fortune Bay Corp.,1.23,0.02,1.652893,TSX Venture Exchange,TSXV,CDX,,,,10600,1.28,1.28,1.23,35540121,35540121,,1.21,,,,,2.098964,-0.039999999,,"Fortune Bay Corp is engaged in the acquisition, exploration, and development of mineral interests.","Fortune Bay Corp is engaged in the acquisition, exploration, and development of mineral interests. The company's properties includes the Goldfields Project located in northern Saskatchewan, Canada, and Ixhuatan Project, Mexico. The Goldfields Project is Fortune Bay's advanced gold asset that consists of two gold deposits which are known as the Box and Athona deposits. The Ixhuatan Project is located immediately southwest of the Santa Fe mine.",,,,CA,,28894407,,28894407,0.0,1.23518867,,1.56,0.22,0.038854,9776,16034.0,40336.0,2.121,,,,1.37286,1.344,0.71268,,,equity,Company
FMC,Forum Energy Metals Corp.,0.145,-0.01,-6.451613,TSX Venture Exchange,TSXV,CDX,,Basic Materials,Metals & Mining,257441,0.15,0.16,0.145,17171923,17130236,,0.155,,,,,1.115681,0.0,,"Forum Energy Metals Corp is engaged in the acquisition and exploration of uranium and energy metals projects in and around the Athabasca Basin, Saskatchewan.","Forum Energy Metals Corp is engaged in the acquisition and exploration of uranium and energy metals projects in and around the Athabasca Basin, Saskatchewan.",www.forumenergymetals.com,info@forumenergymetals.com,+1 604 630-1585,"800 West Pender Street, Suite 615, Vancouver, BC, CA",,118427052,,118139552,6000000.0,0.150447469,,0.17,0.045,0.063709,168327,231739.0,346069.0,7.25,,-34.77,-32.5,0.14452,0.1328,0.09495,,,equity,Company
FSX,Fosterville South Exploration Ltd.,3.02,0.19,6.713781,TSX Venture Exchange,TSXV,CDX,,Basic Materials,Metals & Mining,296480,2.9,3.09,2.88,142205009,184526866,,2.83,,,,,-29.305328,-0.090000003,,"Fosterville South Exploration Ltd is engaged in the acquisition and exploration of epizonal orogenic gold deposits in the State of Victoria, Australia.","Fosterville South Exploration Ltd is engaged in the acquisition and exploration of epizonal orogenic gold deposits in the State of Victoria, Australia. The company owns a 100% interest in the Lauriston Gold Project and the Golden Mountain Project. The Central Victoria Properties are exploration stage properties comprised of the Lauriston Gold Project, the Golden Mountain Project and other exploration license applications filed with the State of Victoria.",https://www.fostervillesouth.com,,+1 604 328-7515,"580 Hornby Street, Suite 880, Vancouver, BC, CA",,47087751,0,61101611,19500001.0,2.99007429,,5.34,0.91,1.182298,319550,262850.0,280306.0,,,-16.96,-16.47,3.73143,4.1526,,,,equity,Company
FCF,Founders Advantage Capital Corp.,1.33,0.03,2.307692,TSX Venture Exchange,TSXV,CDX,,Financial Services,Asset Management,7570,1.33,1.33,1.33,50566523,50649743,,1.3,,,,,1.433133,-0.200000002,,Founders Advantage Capital Corp is an investment company.,"Founders Advantage Capital Corp is an investment company. The company's investment objective is to create long-term value for its shareholders and partner investees by pursuing controlling interest acquisitions of middle-market privately held entities generating significant free cash flow. Its segments consist of Franchise, Consumer products and services, and Business products and services. It generates a vast majority of its revenues from the Business products and services segment.",http://www.advantagecapital.ca,info@brilliantmining.com,+1 403 455-2218,"2207 - 4th Street S.W, Suite 400, Calgary, AB, CA",10,38019942,1.54,38082513,0.0,1.33,,1.75,0.58,0.012073,4996,5058.0,3491.0,0.7,1.9,-7.8,-1.66,1.29762,1.141,1.12115,,,equity,Company
FA,Fountain Asset Corp.,0.2,0.0,0.0,TSX Venture Exchange,TSXV,CDX,,Financial Services,Credit Services,0,,,,11781341,11798893,,0.2,,,,,0.61739,-0.349999994,,Fountain Asset Corp is a Canadian investment company.,"Fountain Asset Corp is a Canadian investment company. It focuses on creating shareholder value by offering various debt and equity financing solutions to companies across several industries such as oil and gas, mining, manufacturing, retail, financial services, technology, cryptocurrency, and biotechnology among others.",http://www.fountainassetcorp.com,ccarmichael@gcglobalcapital.ca,+1 647 344-4429,"99 Scollard Street, Toronto, ON, CA",2,58906702,,58994462,0.0,0.174528,,0.45,0.075,-0.006994,5860,12287.0,8972.0,0.833,38.5,-85.48,-77.65,0.15571,0.1425,0.19405,,,equity,Company
FP,FP Newspapers Inc.,0.5,0.0,0.0,TSX Venture Exchange,TSXV,CDX,,Communication Services,Media - Diversified,0,,,,3451296,3451296,1.6,0.5,,,,,1.120451,0.310000002,,FP Newspapers Inc is a newspaper publishing company.,"FP Newspapers Inc is a newspaper publishing company. The company is engaged in publishing, printing and distribution of daily and weekly newspapers and specialty products, and advertising materials in Manitoba. It owns and publishes the Winnipeg Free Press, the Brandon Sun and other newspapers. The company derives key revenue from print advertising and circulation services.",http://www.fpnewspapers.com,,+1 604 681-8817,"1355 Mountain Avenue, Winnipeg, MB, CA",376,6902592,,6902592,0.0,0.5,,0.59,0.2,0.027013,4015,1712.0,1248.0,0.649,7.8,44.64,39.24,0.41762,0.3374,0.353,,,equity,Company
FPX,FPX Nickel Corp.,0.78,-0.04,-4.878049,TSX Venture Exchange,TSXV,CDX,,Basic Materials,Metals & Mining,202417,0.81,0.82,0.78,127773364,127383364,,0.82,,,,,0.265546,-0.009999999,,FPX Nickel Corp is a Canada-based mineral exploration company. The company is involved in the acquisition and exploration of mineral property interests.,"FPX Nickel Corp is a Canada-based mineral exploration company. The company is involved in the acquisition and exploration of mineral property interests. It operates in the exploration of mineral properties segment. The Decar project, which is the company's flagship nickel property, is a greenfield discovery of nickel mineralization in the form of a naturally occurring nickel-iron alloy called awaruite.",https://www.fpxnickel.com,jcmitchell@firstpointminerals.com,+1 604 681-8600,"1155 West Pender Street, Suite 620, Vancouver, BC, CA",1,163812004,1.92,163312004,0.0,0.797614208,,0.84,0.11,0.075279,223152,176527.0,178556.0,39.0,,-52.37,-15.01,0.61357,0.4234,0.22465,,,equity,Company
FRM.P,Freeform Capital Partners Inc.,0.46,0.0,0.0,TSX Venture Exchange,TSXV,CDX,,Financial Services,Diversified Financial Services,0,,,,2530000,4922000,,0.46,,,,,77.473412,-0.009999999,,Freeform Capital Partners Inc is a capital pool company.,Freeform Capital Partners Inc is a capital pool company.,,,+1 604 309-6340,"1285 West Pender Street, Suite 1000, Vancouver, BC, CA",,5500000,,10700000,2500000.0,0.46,,0.52,0.08,-1.532238,0,6033.0,23633.0,6.571,293.3,-5.23,-4.69,0.46,0.3542,,,,equity,Company
FRI,Freeport Resources Inc.,0.7,0.0,0.0,TSX Venture Exchange,TSXV,CDX,,Basic Materials,Metals & Mining,31032,0.68,0.7,0.67,41285713,40930701,,0.7,,,,,8.622741,-0.389999985,,Freeport Resources Inc is a junior exploration company. It is engaged in the exploration and evaluation of assets in Newfoundland and Labrador (NL) and British Columbia (BC).,Freeport Resources Inc is a junior exploration company. It is engaged in the exploration and evaluation of assets in Newfoundland and Labrador (NL) and British Columbia (BC).,http://www.freeportresources.com,info@freeportresources.com,+1 604 558-4300,"580 Hornby Street, Suite 510, Vancouver, BC, CA",,58979589,,58472429,0.0,0.695967741,,0.95,0.075,0.361256,16649,11394.0,28288.0,-17.5,15.3,100.2,-214.17,0.65429,0.6366,0.36275,,,equity,Company
FRE,Fremont Gold Ltd.,0.095,-0.01,-9.523809,TSX Venture Exchange,TSXV,CDX,,Basic Materials,Metals & Mining,400910,0.11,0.11,0.095,7741433,7738191,,0.105,,,,,0.011823,-0.029999999,,Fremont Gold Ltd is a Canadian exploration company. It is engaged in the acquisition and exploration of mineral properties.,"Fremont Gold Ltd is a Canadian exploration company. It is engaged in the acquisition and exploration of mineral properties. Its project portfolio includes Goldrun, Hurricane, Gold Bar, North Carlin, Rock Creek, Gold Canyon, and Other properties. The company has a presence in Canada and the United States.",http://www.fremontgold.net,dennis@fremontgold.net,+1 778 772-9892,"409 Granville Street, Suite 1500, Vancouver, BC, CA",,81488759,,81454634,187500.0,0.097141073,,0.17,0.04,0.037126,205187,231804.0,306436.0,1.9,7.3,-45.37,-42.68,0.11571,0.1268,0.0886,,,equity,Company
FRO.UN,Fronsac Real Estate Investment Trust,0.57,0.0,0.0,TSX Venture Exchange,TSXV,CDX,,Real Estate,REITs,19200,0.57,0.57,0.57,84019801,83820301,7.4,0.57,Monthly,4.484,0.00213,CAD,0.468752,0.079999998,2020-09-14 00:00:00.0,Fronsac Real Estate Investment Trust is an open-ended real estate investment trust.,"Fronsac Real Estate Investment Trust is an open-ended real estate investment trust. The REIT, through its subsidiaries, joint ventures and co-ownerships, operates as a lessor of commercial real estate properties. The trust derives rental revenue from its four segments, being Major Canadian energy companies; Retail; Quick service restaurants; and Convenience store companies. Geographically, the company primarily operates in Canada.",http://www.fronsacreit.com,michellassonde@hotmail.com,+1 450 536-5328,"A/S Jason Parravano, 106 Gun Avenue, Pointe Claire, QC, CA",2,147403158,1.13,147053158,0.0,0.569999994,2020-09-30,0.7,0.445,0.010772,42787,45599.0,54343.0,1.14,17.3,17.18,7.65,0.54286,0.53142,0.56654,9.43,9.16,equity,Company
FL,Frontier Lithium Inc.,0.23,0.015,6.976744,TSX Venture Exchange,TSXV,CDX,,Basic Materials,Metals & Mining,37585,0.225,0.23,0.225,39601325,39601325,,0.215,,,,,1.440075,-0.009999999,,"Frontier Lithium Inc is engaged in the acquisition, exploration, and development of mining properties.","Frontier Lithium Inc is engaged in the acquisition, exploration, and development of mining properties. It has a land position on the Electric Avenue, Ontario's newly emerging premium lithium-metal district hosted in the Canadian Shield of northwestern Ontario. The company project includes PAK Lithium Project encompasses approximately 26,774 hectares located 175 kilometers north of Red Lake in northwestern Ontario.",http://www.frontierlithium.com,scopazzi@frontierlithium.com,+1 705 897-7622,"2736 Belisle Drive, Val Caron, ON, CA",,172179672,0,172179672,0.0,0.228666666,,0.35,0.135,0.013541,54077,57776.0,64203.0,3.286,,-11.42,-10.96,0.22929,0.2214,0.22143,,,equity,Company
FMM,Full Metal Minerals Ltd.,0.095,0.0,0.0,TSX Venture Exchange,TSXV,CDX,,Basic Materials,Metals & Mining,0,,,,563439,563439,,0.095,,,,,0.840177,-0.05,,"Full Metal Minerals Ltd is a Canada-based mineral exploration company which engages principally in the acquisition, exploration, and development of resource properties.","Full Metal Minerals Ltd is a Canada-based mineral exploration company which engages principally in the acquisition, exploration, and development of resource properties.",http://www.fullmetalminerals.com,info@fullmetalminerals.com,+1 604 484-7855,"409 Granville Street, Suite 1500, Vancouver, BC, CA",,5930928,,5930927,0.0,,,,,0.073315,0,0.0,0.0,-0.633,3.7,28.28,-109.53,0.095,0.095,0.095,,,equity,Company
FURA,Fura Gems Inc.,0.16,0.0,0.0,TSX Venture Exchange,TSXV,CDX,,Basic Materials,Metals & Mining,0,,,,38924783,43525678,,0.16,,,,,0.839511,-0.14,,Fura Gems Inc is a gemstone mining and marketing company. The company is engaged in the acquisition and exploration of resource properties in Colombia and Mozambique.,"Fura Gems Inc is a gemstone mining and marketing company. The company is engaged in the acquisition and exploration of resource properties in Colombia and Mozambique. It operates in Barbados, BVI, Colombia, Dubai, India, Mozambique, Madagascar and Australia.",http://www.furagems.com,info@furagems.com,+1 416 861-2269,"65 Queen Street West, Suite 800, PO Box 71, Toronto, ON, CA",,243279893,8.2,272035485,0.0,0.16,,0.22,0.05,0.03122,19331,126481.0,80823.0,4.0,,-393.82,-61.22,0.14524,0.1286,0.1311,,,equity,Company
FUSE,Fuse Cobalt Inc.,0.07,0.005,7.692307,TSX Venture Exchange,TSXV,CDX,,Basic Materials,Metals & Mining,35900,0.065,0.07,0.065,5764248,5232027,,0.065,,,,,0.93754,-0.039999999,,Fuse Cobalt Inc is a Canadian based exploration company. It is focused on exploration for high value metals required for the manufacturing of batteries.,"Fuse Cobalt Inc is a Canadian based exploration company. It is focused on exploration for high value metals required for the manufacturing of batteries. Its projects include Ontario Cobalt Properties, Glencore Bucke Property, and Teledyne Cobalt Project.",http://www.fusecobalt.com,info@licoenergymetals.com,+1 236 521-0207,"789 West Pender Street, Suite 1220, Vancouver, BC, CA",,82346398,,74743232,0.0,0.066857142,,0.14,0.015,0.04116,78477,210152.0,373130.0,1.167,63.1,-35.81,-35.37,0.07143,0.0808,0.05179,,,equity,Company
FML.P,Fusion Gold Ltd.,0.165,0.0,0.0,TSX Venture Exchange,TSXV,CDX,,Financial Services,Diversified Financial Services,0,,,,1023000,1023000,,0.165,,,,,2.685661,-0.059999998,,Fusion Gold Ltd is a capital pool company.,Fusion Gold Ltd is a capital pool company.,,,+1 604 628-1100,"400 Burrard Street, Suite 1400, Vancouver, BC, CA",,6200000,,6200000,4285000.0,0.168333,,,,0.027895,0,0.0,0.0,4.125,,-72.95,-61.69,0.165,0.165,0.165,,,equity,Company
GBU,Gabriel Resources Ltd.,0.385,0.005,1.315789,TSX Venture Exchange,TSXV,CDX,,Basic Materials,Metals & Mining,1700,0.385,0.385,0.385,230145315,230145315,,0.38,,,,,0.665808,-0.090000003,,"Gabriel Resources Ltd is a Canadian based resource company. It is engaged in the exploration, evaluation, and development of precious metal mining projects located in Romania.","Gabriel Resources Ltd is a Canadian based resource company. It is engaged in the exploration, evaluation, and development of precious metal mining projects located in Romania. The company holds interest through Rosia Montana Gold Corporation S.A. held by Minvest Rosia Montana S.A. a Romanian state-owned mining company. Its project includes Rosia Montana and Bucium. It has two operating segment such as the exploration, evaluation, and development of precious metal mining projects located in Romania and the Corporate segment.",http://www.gabrielresources.com,info@gabrielresources.com,+44 2037099347,"c/o RM Gold (Services) Ltd., 25 Southampton Buildings, London, GB",35,597780038,,597780038,0.0,0.385,,0.69,0.38,0.018052,37519,32083.0,44672.0,-3.208,,66.81,-214.84,0.43619,0.45795,0.50636,,,equity,Company
GGG,G6 Materials Corp.,0.05,0.0,0.0,TSX Venture Exchange,TSXV,CDX,,Basic Materials,Chemicals,7700,0.045,0.05,0.045,4845429,4845429,,0.05,,,,,0.866431,-0.019999999,,G6 Materials Corp is engaged in capitalizing on the groundbreaking properties of graphene and other advanced materials.,"G6 Materials Corp is engaged in capitalizing on the groundbreaking properties of graphene and other advanced materials. The company offers high-tech solutions in several areas including, blockchain and cryptocurrency mining, R&D materials, 3D printing filaments, high performance epoxies and fine organic chemicals.",https://www.g6-materials.com,daniel.stolyarov@graphene3Dlab.com,+1 631 405-5115,"760 Koehler Avenue, Suite 2, Ronkonkoma, NY, US",,96908575,0.51,96908575,0.0,0.045714285,,0.145,0.03,-0.004885,63455,57563.0,78681.0,15.85,,-177.67,-97.18,0.055,0.0529,0.06185,,,equity,Company
GNC,Gainey Capital Corp.,0.04,0.0,0.0,TSX Venture Exchange,TSXV,CDX,,Basic Materials,Metals & Mining,0,,,,3367859,3367859,,0.04,,,,,1.244968,-0.009999999,,Gainey Capital Corp is a Canada based company engaged in the business of mineral property exploration and development in Mexico.,Gainey Capital Corp is a Canada based company engaged in the business of mineral property exploration and development in Mexico. It is primarily focused on the development of El Colomo and Las Margaritas property.,http://www.gaineycapital.com,efarrauto@bayridgecapital.com,+1 604 987-8386,"125 West 18th Street, Suite 312, Vancouver, BC, CA",,84196472,,84196472,6673698.0,0.04,,0.095,0.02,-0.004938,142637,166711.0,139489.0,1.333,,-28.85,-27.12,0.04286,0.0405,0.04358,,,equity,Company
GXL,Galileo Exploration Ltd.,0.06,0.0,0.0,TSX Venture Exchange,TSXV,CDX,,Basic Materials,Metals & Mining,0,,,,1449101,1449101,,0.06,,,,,1.784242,-0.009999999,,Galileo Exploration Ltd is a junior gold and base metals exploration company.,"Galileo Exploration Ltd is a junior gold and base metals exploration company. It operates in two industry segments, being petroleum and natural gas and acquisition and exploration of mineral properties. Its project portfolio comprises Majuba Hill Copper project and Signal Gold property.",http://www.galileopetroleum.ca,info@galileoexplorationltd.com,+1 604 629-1929,"325 Howe Street, Suite 407, Vancouver, BC, CA",,24151681,,24151681,0.0,0.064194,,0.07,0.01,0.042323,14060,30879.0,54797.0,-2.0,4.4,88.7,-776.42,0.06167,0.051,0.02618,,,equity,Company
GGO,Galleon Gold Corp.,0.12,-0.01,-7.692307,TSX Venture Exchange,TSXV,CDX,,Basic Materials,Metals & Mining,177003,0.135,0.135,0.12,48746009,47966009,,0.13,,,,,0.927065,-0.029999999,,"Galleon Gold Corp is principally engaged in the business of acquiring, exploring and developing mineral properties in Canada and the United States of America, containing nickel, platinum group...","Galleon Gold Corp is principally engaged in the business of acquiring, exploring and developing mineral properties in Canada and the United States of America, containing nickel, platinum group elements (PGEs), copper, gold, silver and associated base and precious metals. It is focused on the exploration and development of the West Cache Gold Project located near Timmins Ontario and the Neal Gold project located in Idaho. The company operates in one segment being the Acquisition, Exploration and Development of Exploration and Evaluation Properties.",https://www.galleongold.com,info@galleongold.com,+1 416 644-0066,"TD Canada Trust Tower, 161 Bay Street, 27th Floor, Suite 2700, Toronto, ON, CA",3,406216735,0.26,399716735,0.0,0.127130681,,0.2,0.03,0.117353,301515,509872.0,1140316.0,6.0,4.6,-69.15,-40.08,0.13643,0.138,0.07995,,,equity,Company
GRI,Galore Resources Inc.,0.025,0.0,0.0,TSX Venture Exchange,TSXV,CDX,,Basic Materials,Metals & Mining,0,,,,3319975,3319975,,0.025,,,,,2.615858,-0.009999999,,"Galore Resources Inc is a Canada-based company, which is engaged in the acquisition and exploration of mineral property interests in North America.","Galore Resources Inc is a Canada-based company, which is engaged in the acquisition and exploration of mineral property interests in North America. The company holds an interest in the Dos Santos project located in northern Zacatecas State, Mexico.",http://www.galoreresources.com,mike@galoreresources.com,,"432 Lyon Place, North Vancouver, Vancouver, BC, CA",,132798998,0.01,132798998,0.0,0.025,,0.03,0.005,0.097793,7900,18933.0,36242.0,0.833,122.2,-13.54,-9.62,0.02143,0.0204,0.01575,,,equity,Company
GLW,Galway Gold Inc.,0.18,0.0,0.0,TSX Venture Exchange,TSXV,CDX,,Basic Materials,Metals & Mining,0,,,,13165503,7493037,,0.18,,,,,-0.286946,-0.039999999,,"Galway Gold Inc is an exploration-stage company. It is engaged in the acquisition, exploration, and development of mineral resource properties. The company's mineral property is the Vetas Project.","Galway Gold Inc is an exploration-stage company. It is engaged in the acquisition, exploration, and development of mineral resource properties. The company's mineral property is the Vetas Project.",http://www.galwaygoldinc.com,,+1 800 761-2770,"82 Richmond Street East, Suite 200, Toronto, ON, CA",,73141679,,41627979,0.0,0.17725,,0.39,0.075,0.009388,10138,14804.0,23396.0,1.2,,-22.88,-22.53,0.19238,0.193,0.13063,,,equity,Company
